paperId,year,outDegree,inDegree
9302316,1993,1,24
9302318,1993,0,45
9303202,1993,0,104
9303204,1993,0,18
9303207,1993,13,19
9303216,1993,1,5
9303220,1993,3,2
9303225,1993,2,24
9303226,1993,1,15
9303227,1993,1,3
9303230,1993,0,142
9303238,1993,0,34
9303241,1993,1,48
9303249,1993,1,22
9303251,1993,5,55
9303255,1993,0,66
9303257,1993,1,12
9303258,1993,1,6
9303264,1993,0,4
9303270,1993,0,138
9303274,1993,0,62
9303281,1993,1,43
9303282,1993,5,2
9303284,1993,1,106
9303291,1993,0,38
9303303,1993,3,27
9303306,1993,0,6
9303308,1993,0,6
9303309,1993,0,61
9303311,1993,0,26
9303317,1993,4,80
9303320,1993,2,60
9304201,1993,0,1
9304203,1993,0,4
9304207,1993,0,4
9304211,1993,0,33
9304217,1993,1,6
9304225,1993,0,125
9304230,1993,0,14
9304233,1993,1,7
9304240,1993,0,18
9304249,1993,0,7
9304254,1993,5,12
9304255,1993,1,10
9304256,1993,1,6
9304257,1993,1,143
9304262,1993,1,7
9304263,1993,1,6
9304265,1993,5,28
9304267,1993,3,30
9304277,1993,3,51
9304284,1993,4,1
9304286,1993,0,8
9304292,1993,0,3
9304295,1993,5,53
9304299,1993,1,59
9304303,1993,1,30
9304305,1993,3,3
9304307,1993,0,102
9304311,1993,0,9
9304314,1993,0,5
9304315,1993,0,21
9305201,1993,2,5
9305206,1993,1,41
9305225,1993,0,34
9305228,1993,0,39
9305235,1993,6,1
9305239,1993,0,41
9305240,1993,0,3
9305248,1993,4,6
9305251,1993,0,11
9305260,1993,0,14
9305262,1993,0,29
9305266,1993,0,26
9305267,1993,1,63
9305269,1993,0,26
9305273,1993,1,10
9305274,1993,0,71
9305275,1993,5,51
9305277,1993,0,11
9305283,1993,0,6
9305293,1993,0,13
9305305,1993,0,21
9305306,1993,3,44
9305309,1993,0,32
9305310,1993,1,13
9305314,1993,0,13
9305315,1993,1,25
9305319,1993,1,44
9305335,1993,0,20
9305340,1993,2,4
9305345,1993,1,74
9305348,1993,0,46
9306201,1993,0,16
9306204,1993,0,18
9306205,1993,4,61
9306207,1993,4,15
9306219,1993,0,9
9306220,1993,1,28
9306229,1993,1,28
9306230,1993,0,53
9306237,1993,1,4
9306240,1993,2,29
9306241,1993,0,31
9306251,1993,0,15
9306256,1993,1,24
9306277,1993,6,8
9306289,1993,2,81
9306292,1993,2,19
9306293,1993,2,2
9306294,1993,1,18
9306302,1993,2,3
9306309,1993,4,123
9306314,1993,1,25
9306320,1993,10,246
9306322,1993,2,15
9306323,1993,0,23
9306337,1993,0,24
9307201,1993,0,77
9307210,1993,0,12
9307211,1993,10,0
9307217,1993,0,10
9307221,1993,0,33
9307222,1993,0,26
9307223,1993,1,1
9307226,1993,0,12
9307230,1993,2,12
9307235,1993,1,26
9307241,1993,4,79
9307242,1993,0,65
9307243,1993,4,48
9307244,1993,3,57
9307245,1993,1,36
9307247,1993,4,82
9307249,1993,2,52
9307260,1993,0,10
9307262,1993,0,18
9307263,1993,0,6
9307266,1993,2,52
9307268,1993,4,13
9307269,1993,0,10
9307291,1993,8,65
9307295,1993,1,6
9307301,1993,2,90
9307312,1993,1,19
9307316,1993,1,6
9307324,1993,1,30
9307326,1993,0,7
9307329,1993,1,44
9307330,1993,5,15
9307332,1993,2,0
9307335,1993,3,0
9307337,1993,0,13
9307342,1993,0,23
9307347,1993,0,29
9307356,1993,0,14
9307364,1993,0,87
9307366,1993,0,3
9307369,1993,0,7
9308205,1993,1,8
9308209,1993,12,4
9308210,1993,3,46
9308222,1993,0,65
9308234,1993,8,4
9308236,1993,0,2
9308241,1993,1,21
9308246,1993,4,115
9308262,1993,5,46
9308263,1993,1,33
9308264,1993,0,18
9308266,1993,5,25
9308271,1993,0,73
9308272,1993,0,43
9308273,1993,1,7
9308277,1993,1,17
9308279,1993,0,4
9308283,1993,9,12
9308284,1993,0,14
9308285,1993,4,0
9308288,1993,6,83
9308304,1993,1,15
9308309,1993,7,23
9308310,1993,0,10
9308315,1993,4,24
9308317,1993,3,11
9308322,1993,1,4
9308325,1993,0,14
9308333,1993,3,52
9308335,1993,1,75
9308336,1993,3,45
9308337,1993,1,18
9308341,1993,1,1
9308349,1993,1,84
9308351,1993,3,8
9308354,1993,2,0
9308359,1993,1,6
9308363,1993,6,25
9308369,1993,3,6
9308370,1993,1,3
9308374,1993,0,19
9309203,1993,1,12
9309211,1993,1,13
9309216,1993,0,10
9309246,1993,1,7
9309250,1993,8,0
9309252,1993,0,12
9309260,1993,0,3
9309263,1993,0,13
9309266,1993,6,69
9309269,1993,1,1
9309272,1993,7,27
9309283,1993,0,34
9309286,1993,0,10
9309288,1993,5,0
9309289,1993,0,133
9309291,1993,1,0
9309293,1993,4,40
9309294,1993,1,40
9309297,1993,0,3
9309298,1993,3,37
9309299,1993,1,11
9309301,1993,5,2
9309303,1993,0,10
9309310,1993,1,102
9309326,1993,1,24
9309333,1993,0,3
9309336,1993,0,6
9310204,1993,0,4
9310208,1993,0,12
9310211,1993,0,19
9310212,1993,6,63
9310216,1993,2,12
9310218,1993,5,0
9310222,1993,1,3
9310227,1993,0,9
9310229,1993,0,7
9310233,1993,1,67
9310236,1993,0,70
9310242,1993,1,15
9310247,1993,1,12
9310251,1993,1,0
9310253,1993,1,23
9310257,1993,1,29
9310261,1993,0,25
9310272,1993,7,6
9310279,1993,0,12
9310280,1993,0,1
9310281,1993,2,16
9310286,1993,2,19
9310287,1993,0,1
9310291,1993,0,18
9310294,1993,5,0
9310297,1993,0,13
9310300,1993,8,0
9310301,1993,0,7
9310311,1993,0,66
9310316,1993,0,69
9310320,1993,9,90
9310329,1993,1,9
9310337,1993,0,8
9310341,1993,0,5
9310346,1993,3,7
9310348,1993,3,2
9310350,1993,0,24
9310355,1993,1,14
9310356,1993,8,0
9310358,1993,1,38
9310361,1993,2,3
9310365,1993,5,64
9310369,1993,3,60
9310372,1993,1,2
9310374,1993,1,9
9310378,1993,3,19
9310379,1993,11,104
9311201,1993,2,0
9311205,1993,0,99
9311214,1993,1,19
9311215,1993,3,20
9311216,1993,0,5
9311217,1993,0,4
9311222,1993,3,65
9311228,1993,7,40
9311232,1993,5,19
9311234,1993,1,4
9311237,1993,1,39
9311246,1993,0,4
9311247,1993,0,37
9311255,1993,1,34
9311260,1993,1,22
9311269,1993,17,100
9311278,1993,4,8
9311281,1993,6,24
9311285,1993,1,25
9311288,1993,2,15
9311290,1993,1,15
9311294,1993,2,19
9311297,1993,4,11
9311299,1993,5,4
9311309,1993,0,6
9311312,1993,0,12
9311313,1993,1,4
9311316,1993,2,19
9311325,1993,4,47
9311334,1993,6,0
9311337,1993,4,18
9311339,1993,4,73
9311340,1993,9,102
9311344,1993,0,16
9311345,1993,3,126
9311346,1993,5,9
9311350,1993,2,13
9311360,1993,2,3
9311367,1993,2,27
9311376,1993,1,8
9312201,1993,2,11
9312202,1993,0,6
9312203,1993,0,2
9312208,1993,7,0
9312209,1993,2,7
9312210,1993,3,21
9312212,1993,0,20
9312213,1993,10,7
9312215,1993,3,55
9312218,1993,5,8
9312219,1993,2,3
9312227,1993,4,10
9312231,1993,2,0
9312237,1993,4,23
9312243,1993,1,7
9312248,1993,0,17
9312251,1993,4,11
9312252,1993,0,6
9312258,1993,4,13
9312263,1993,0,2
9312267,1993,0,3
9312268,1993,1,23
9312269,1993,3,4
9312272,1993,22,118
9312276,1993,3,14
9312279,1993,0,20
9312291,1993,1,35
9312293,1993,6,0
9312296,1993,14,70
9312298,1993,0,2
9312300,1993,3,3
9312302,1993,4,13
9312303,1993,3,1
9312304,1993,7,12
9312305,1993,1,0
9312311,1993,5,64
9312318,1993,1,27
9312319,1993,1,74
9312323,1993,0,13
9312324,1993,1,35
9312333,1993,3,12
9312341,1993,6,36
9312343,1993,1,10
9312350,1993,1,21
9312353,1993,3,2
9312354,1993,4,0
9312357,1993,2,6
9312359,1993,3,73
9312360,1993,3,4
9401206,1994,4,29
9401207,1994,6,0
9401208,1994,1,26
9401209,1994,10,11
9401219,1994,2,98
9401222,1994,2,0
9401232,1994,1,13
9401236,1994,0,18
9401241,1994,2,57
9401243,1994,1,3
9401246,1994,12,14
9401254,1994,3,53
9401255,1994,1,10
9401258,1994,0,86
9401264,1994,0,14
9401265,1994,5,18
9401267,1994,8,10
9401270,1994,0,18
9401271,1994,0,3
9401273,1994,2,3
9401276,1994,8,17
9401278,1994,2,12
9401281,1994,1,5
9401284,1994,1,1
9401285,1994,1,15
9401294,1994,1,13
9401301,1994,3,2
9401302,1994,0,5
9401303,1994,6,11
9401310,1994,1,99
9401312,1994,1,20
9401319,1994,6,10
9401325,1994,7,12
9401328,1994,3,87
9401338,1994,1,5
9401345,1994,2,5
9401347,1994,0,8
9401348,1994,0,6
9401349,1994,0,11
9401351,1994,2,7
9401352,1994,3,31
9401356,1994,1,12
9401357,1994,1,10
9402204,1994,0,14
9402205,1994,6,13
9402206,1994,3,9
9402209,1994,1,20
9402210,1994,1,59
9402214,1994,4,29
9402221,1994,1,18
9402227,1994,0,33
9402230,1994,1,0
9402236,1994,2,6
9402252,1994,11,2
9402253,1994,6,136
9402254,1994,0,24
9402259,1994,0,6
9402266,1994,14,20
9402270,1994,1,22
9402276,1994,2,16
9402277,1994,1,10
9402278,1994,4,25
9402280,1994,1,2
9402282,1994,3,5
9402283,1994,1,161
9402286,1994,0,19
9402287,1994,1,1
9402288,1994,4,26
9402289,1994,4,1
9402299,1994,19,9
9402308,1994,3,3
9402310,1994,6,23
9402324,1994,2,7
9402331,1994,1,2
9402335,1994,0,87
9402338,1994,2,1
9402341,1994,3,19
9402342,1994,2,23
9402347,1994,8,20
9402360,1994,8,132
9402363,1994,5,23
9402364,1994,5,126
9403204,1994,2,0
9403208,1994,2,40
9403209,1994,0,4
9403215,1994,2,18
9403218,1994,0,4
9403219,1994,10,53
9403223,1994,2,25
9403224,1994,2,93
9403225,1994,0,19
9403226,1994,5,32
9403227,1994,1,26
9403229,1994,1,14
9403233,1994,2,14
9403240,1994,2,31
9403249,1994,2,36
9403250,1994,4,26
9403253,1994,3,16
9403254,1994,0,37
9403256,1994,0,72
9403258,1994,0,4
9403264,1994,1,58
9403266,1994,3,46
9403274,1994,1,16
9403276,1994,1,45
9403281,1994,0,25
9403288,1994,1,19
9403290,1994,1,38
9403294,1994,0,4
9403295,1994,0,36
9403301,1994,4,8
9403307,1994,9,18
9403312,1994,1,14
9403314,1994,0,10
9403317,1994,0,1
9403323,1994,1,2
9403330,1994,3,10
9403338,1994,5,88
9403349,1994,5,15
9403350,1994,5,29
9403366,1994,0,24
9403368,1994,3,1
9403370,1994,4,22
9403371,1994,1,21
9403376,1994,15,26
9403383,1994,6,45
9403384,1994,4,52
9403386,1994,3,6
9403388,1994,2,8
9403390,1994,2,38
9403400,1994,0,29
9403401,1994,5,22
9403404,1994,2,2
9404201,1994,9,70
9404208,1994,3,1
9404209,1994,0,41
9404217,1994,13,11
9404224,1994,3,0
9404226,1994,4,7
9404230,1994,5,2
9404236,1994,0,8
9404241,1994,4,4
9404243,1994,3,5
9404247,1994,1,42
9404248,1994,1,31
9404253,1994,7,21
9404255,1994,2,3
9404257,1994,0,2
9404265,1994,2,1
9404270,1994,4,148
9404272,1994,1,9
9404274,1994,1,11
9404277,1994,2,24
9404281,1994,1,30
9404282,1994,1,55
9404283,1994,1,52
9404302,1994,5,66
9404313,1994,0,17
9404321,1994,2,14
9404327,1994,1,11
9404330,1994,4,13
9404332,1994,0,4
9404333,1994,4,18
9404335,1994,1,12
9404337,1994,0,2
9404342,1994,1,30
9404347,1994,0,2
9404359,1994,0,2
9405205,1994,2,3
9405207,1994,9,45
9405209,1994,3,12
9405214,1994,3,13
9405218,1994,3,45
9405225,1994,3,13
9405226,1994,4,1
9405228,1994,0,10
9405233,1994,4,52
9405234,1994,4,30
9405236,1994,0,16
9405237,1994,1,58
9405238,1994,0,8
9405240,1994,0,3
9405241,1994,5,28
9405245,1994,10,19
9405250,1994,1,24
9405252,1994,2,7
9405253,1994,4,33
9405257,1994,0,9
9405259,1994,2,26
9405269,1994,9,0
9405271,1994,8,22
9405272,1994,9,35
9405273,1994,1,22
9405277,1994,2,36
9405281,1994,0,1
9405290,1994,1,17
9405297,1994,9,8
9405304,1994,3,64
9405306,1994,1,0
9405308,1994,2,10
9405319,1994,12,0
9405320,1994,0,40
9405322,1994,2,31
9405324,1994,0,3
9405325,1994,1,12
9405326,1994,2,21
9405329,1994,2,2
9405340,1994,3,14
9405341,1994,2,26
9405344,1994,4,4
9405345,1994,2,18
9405346,1994,11,28
9405347,1994,1,9
9405351,1994,1,1
9405355,1994,3,37
9405357,1994,2,1
9405360,1994,8,5
9405365,1994,2,8
9405366,1994,9,7
9405371,1994,1,7
9405375,1994,1,4
9405378,1994,0,2
9405388,1994,0,74
9405392,1994,1,8
9405399,1994,7,21
9405401,1994,0,14
9405407,1994,4,29
9405418,1994,1,17
9405423,1994,1,12
9405424,1994,4,12
9405425,1994,3,17
9405428,1994,3,13
9405431,1994,13,29
9406202,1994,3,9
9406204,1994,0,17
9406205,1994,3,8
9406206,1994,3,5
9406210,1994,4,18
9406211,1994,4,2
9406212,1994,4,39
9406218,1994,1,2
9406220,1994,11,26
9406227,1994,8,38
9406229,1994,2,0
9406235,1994,6,18
9406236,1994,1,9
9406245,1994,3,45
9406248,1994,8,18
9406249,1994,7,12
9406251,1994,2,0
9406255,1994,4,17
9406262,1994,4,28
9406268,1994,4,13
9406270,1994,4,4
9406274,1994,0,21
9406280,1994,8,0
9406286,1994,11,17
9406287,1994,2,31
9406288,1994,6,30
9406289,1994,5,71
9406295,1994,9,31
9406300,1994,4,14
9406301,1994,5,1
9406302,1994,15,20
9406303,1994,4,12
9406315,1994,5,107
9406320,1994,7,23
9406321,1994,2,5
9406326,1994,1,0
9406332,1994,0,6
9406338,1994,10,6
9406339,1994,3,35
9406343,1994,1,3
9406345,1994,8,34
9406346,1994,9,20
9406350,1994,2,22
9406354,1994,3,22
9406355,1994,2,1
9406356,1994,0,1
9406359,1994,8,43
9406363,1994,3,82
9406368,1994,13,19
9406369,1994,15,10
9406373,1994,2,12
9406385,1994,1,31
9406387,1994,0,5
9406389,1994,11,43
9406390,1994,5,38
9406392,1994,1,27
9406399,1994,1,6
9406401,1994,3,1
9406402,1994,2,2
9406404,1994,3,12
9406406,1994,10,10
9406417,1994,3,24
9406420,1994,1,1
9406421,1994,3,17
9406423,1994,8,13
9406427,1994,19,30
9406429,1994,2,1
9406430,1994,7,22
9406431,1994,1,31
9406432,1994,1,12
9407202,1994,1,6
9407203,1994,3,7
9407204,1994,5,34
9407207,1994,2,1
9407211,1994,7,11
9407212,1994,1,0
9407214,1994,11,14
9407220,1994,1,2
9407224,1994,4,2
9407227,1994,3,8
9407250,1994,1,4
9407251,1994,12,25
9407257,1994,6,1
9407263,1994,4,1
9407268,1994,1,20
9407273,1994,20,30
9407281,1994,6,0
9407287,1994,11,71
9407291,1994,1,52
9407293,1994,0,14
9407303,1994,3,19
9407309,1994,7,4
9407316,1994,6,0
9407317,1994,4,24
9407336,1994,2,16
9407339,1994,8,223
9407342,1994,1,12
9407347,1994,3,34
9407349,1994,2,3
9407350,1994,0,10
9407353,1994,3,7
9407359,1994,3,6
9407372,1994,1,31
9407388,1994,9,11
9407389,1994,4,85
9407393,1994,1,1
9407394,1994,12,33
9407398,1994,1,6
9407399,1994,3,23
9407401,1994,0,29
9407402,1994,4,9
9407404,1994,4,33
9407408,1994,3,23
9408212,1994,2,5
9408215,1994,1,18
9408216,1994,0,4
9408218,1994,3,13
9408223,1994,4,2
9408224,1994,3,69
9408228,1994,2,86
9408229,1994,0,43
9408231,1994,2,4
9408233,1994,2,24
9408240,1994,4,0
9408245,1994,0,52
9408250,1994,3,16
9408253,1994,13,46
9408257,1994,0,11
9408262,1994,5,3
9408278,1994,1,1
9408284,1994,2,9
9408287,1994,3,13
9408290,1994,7,46
9408291,1994,4,7
9408294,1994,5,5
9408298,1994,1,9
9408305,1994,0,9
9408306,1994,15,57
9408308,1994,3,6
9408310,1994,3,7
9408315,1994,8,25
9408323,1994,1,0
9408326,1994,1,20
9408332,1994,6,20
9408333,1994,2,13
9408338,1994,1,0
9408339,1994,5,35
9408345,1994,13,7
9408346,1994,8,37
9408352,1994,2,14
9408353,1994,0,8
9408354,1994,0,12
9408363,1994,1,9
9408364,1994,5,14
9408366,1994,0,9
9408367,1994,2,1
9408368,1994,1,2
9408370,1994,3,26
9408373,1994,2,20
9408376,1994,6,46
9408380,1994,4,20
9408382,1994,0,23
9408384,1994,3,190
9408396,1994,0,6
9408404,1994,5,57
9408406,1994,2,70
9408407,1994,4,13
9409207,1994,2,4
9409208,1994,0,10
9409211,1994,0,8
9409212,1994,5,36
9409215,1994,9,51
9409218,1994,1,0
9409221,1994,6,1
9409230,1994,11,0
9409238,1994,1,5
9409244,1994,7,36
9409247,1994,13,0
9409252,1994,1,0
9409254,1994,1,62
9409255,1994,3,14
9409256,1994,1,1
9409261,1994,3,0
9409262,1994,4,1
9409281,1994,2,19
9409287,1994,4,35
9409298,1994,4,1
9409303,1994,0,13
9409309,1994,8,30
9409310,1994,1,15
9409312,1994,3,1
9409314,1994,3,11
9409315,1994,6,22
9409335,1994,5,58
9409340,1994,2,3
9409342,1994,28,2
9409362,1994,1,20
9409369,1994,7,24
9409371,1994,1,35
9409380,1994,7,29
9409387,1994,19,0
9409388,1994,0,29
9409391,1994,1,18
9409393,1994,11,38
9409402,1994,0,3
9409410,1994,3,13
9409416,1994,8,9
9409421,1994,2,17
9409423,1994,1,2
9409428,1994,2,11
9409430,1994,2,5
9409437,1994,10,34
9409438,1994,10,8
9409440,1994,11,74
9409441,1994,3,0
9409443,1994,3,23
9409446,1994,3,15
9409453,1994,4,21
9409454,1994,1,30
9409455,1994,4,11
9409458,1994,1,42
9409460,1994,2,4
9410201,1994,3,1
9410213,1994,13,8
9410222,1994,8,5
9410225,1994,16,13
9410231,1994,14,40
9410232,1994,9,12
9410240,1994,8,31
9410253,1994,4,21
9410258,1994,2,8
9410267,1994,1,25
9410270,1994,1,2
9410280,1994,12,69
9410281,1994,21,51
9410282,1994,3,50
9410283,1994,7,36
9410284,1994,18,5
9410287,1994,2,0
9410294,1994,4,2
9410304,1994,1,29
9410307,1994,1,14
9410308,1994,15,1
9410310,1994,4,48
9410311,1994,3,54
9410322,1994,1,8
9410324,1994,7,3
9410330,1994,23,11
9410333,1994,7,23
9410335,1994,3,2
9410337,1994,3,14
9410338,1994,4,25
9410345,1994,5,38
9410349,1994,3,5
9410357,1994,4,18
9410360,1994,0,20
9410365,1994,0,6
9410372,1994,2,14
9410384,1994,1,5
9410387,1994,4,36
9410392,1994,1,6
9410398,1994,4,6
9410404,1994,3,159
9410406,1994,1,40
9411210,1994,4,6
9411211,1994,6,74
9411214,1994,0,8
9411221,1994,2,1
9411229,1994,6,79
9411233,1994,7,38
9411234,1994,10,65
9411235,1994,1,2
9411238,1994,0,1
9411241,1994,5,11
9411246,1994,1,4
9411260,1994,7,54
9411266,1994,2,2
9411267,1994,7,23
9411269,1994,0,4
9411273,1994,1,29
9411276,1994,12,14
9411278,1994,1,3
9411285,1994,1,58
9411298,1994,4,13
9411301,1994,0,20
9411303,1994,6,29
9411304,1994,3,3
9411308,1994,1,28
9411318,1994,0,3
9411329,1994,2,0
9411330,1994,8,12
9411331,1994,1,5
9411332,1994,1,7
9411334,1994,7,30
9411337,1994,5,7
9411347,1994,1,1
9411351,1994,0,1
9411363,1994,6,2
9411365,1994,7,57
9411367,1994,2,16
9411368,1994,2,17
9411370,1994,3,1
9411377,1994,0,46
9411384,1994,0,20
9411392,1994,15,16
9411393,1994,11,0
9411395,1994,1,17
9411397,1994,7,11
9411400,1994,3,1
9411413,1994,2,7
9411431,1994,3,20
9411434,1994,3,4
9412201,1994,2,32
9412203,1994,4,7
9412208,1994,5,54
9412214,1994,8,8
9412219,1994,2,16
9412221,1994,5,1
9412225,1994,12,18
9412230,1994,0,2
9412235,1994,4,25
9412236,1994,1,7
9412237,1994,6,3
9412238,1994,0,4
9412242,1994,6,5
9412249,1994,4,11
9412255,1994,5,16
9412259,1994,7,20
9412265,1994,15,49
9412266,1994,5,14
9412272,1994,1,19
9412275,1994,2,4
9412276,1994,2,18
9412278,1994,8,9
9412281,1994,4,8
9412283,1994,3,26
9412285,1994,0,8
9412286,1994,1,10
9412301,1994,1,10
9412302,1994,20,16
9412305,1994,3,7
9412309,1994,3,11
9412310,1994,2,13
9412315,1994,0,4
9412322,1994,3,34
9412324,1994,3,23
9412326,1994,5,3
9412334,1994,3,13
9412340,1994,0,16
9412345,1994,4,13
9412354,1994,1,7
9412355,1994,3,11
9412363,1994,2,2
9412364,1994,2,0
9412366,1994,0,9
9412367,1994,3,34
9412368,1994,0,2
9412373,1994,12,8
9412375,1994,3,17
9412378,1994,0,2
9412379,1994,7,31
9412380,1994,2,10
9412381,1994,7,12
9412385,1994,4,59
9412386,1994,12,0
9501201,1995,6,24
9501209,1995,3,1
9501212,1995,2,14
9501213,1995,11,42
9501214,1995,1,10
9501216,1995,2,6
9501221,1995,5,7
9501222,1995,7,38
9501230,1995,0,35
9501231,1995,2,35
9501240,1995,2,20
9501244,1995,0,10
9501251,1995,2,26
9501259,1995,1,4
9501265,1995,7,44
9501266,1995,0,5
9501276,1995,0,8
9501277,1995,4,76
9501282,1995,4,10
9501284,1995,2,1
9501287,1995,4,26
9501296,1995,8,10
9501297,1995,0,15
9501307,1995,2,37
9501313,1995,1,8
9501314,1995,1,13
9501317,1995,8,14
9501318,1995,3,19
9501319,1995,1,4
9501323,1995,0,8
9501324,1995,3,20
9501333,1995,3,11
9501334,1995,2,73
9501336,1995,1,14
9501338,1995,1,7
9501339,1995,4,17
9501352,1995,5,0
9501356,1995,14,8
9501357,1995,23,55
9501358,1995,1,18
9501366,1995,3,1
9501367,1995,2,1
9501369,1995,8,92
9501376,1995,2,27
9501377,1995,0,1
9501378,1995,8,2
9501379,1995,3,11
9501384,1995,10,84
9501394,1995,0,18
9501395,1995,12,13
9501404,1995,6,7
9501405,1995,2,12
9501414,1995,5,4
9501417,1995,4,22
9501418,1995,13,0
9502224,1995,3,69
9502225,1995,5,12
9502227,1995,21,43
9502229,1995,0,2
9502230,1995,3,4
9502237,1995,4,60
9502238,1995,0,5
9502245,1995,1,4
9502251,1995,6,21
9502252,1995,27,22
9502254,1995,11,19
9502258,1995,6,1
9502259,1995,8,5
9502260,1995,3,26
9502261,1995,6,41
9502262,1995,0,20
9502270,1995,1,15
9502271,1995,5,13
9502272,1995,1,1
9502273,1995,9,12
9502278,1995,0,8
9502279,1995,1,5
9502285,1995,7,12
9502291,1995,7,63
9502297,1995,1,8
9502298,1995,2,137
9502300,1995,12,97
9502304,1995,5,4
9502305,1995,2,8
9502307,1995,8,6
9502313,1995,6,9
9502315,1995,1,17
9502317,1995,9,38
9502318,1995,9,8
9502321,1995,10,21
9502323,1995,8,28
9502324,1995,4,6
9502327,1995,15,3
9502329,1995,8,15
9502334,1995,3,32
9502335,1995,13,64
9502336,1995,2,134
9502338,1995,13,48
9502340,1995,6,41
9502345,1995,5,1
9502348,1995,4,45
9502349,1995,0,14
9502359,1995,6,12
9502363,1995,11,38
9502366,1995,15,60
9502373,1995,3,2
9502378,1995,9,26
9502381,1995,0,5
9502385,1995,6,47
9502390,1995,0,4
9502391,1995,5,14
9502397,1995,10,12
9502398,1995,4,1
9502399,1995,12,15
9502414,1995,10,6
9502416,1995,1,7
9502418,1995,16,33
9503203,1995,2,23
9503204,1995,7,29
9503208,1995,15,18
9503209,1995,4,40
9503214,1995,9,55
9503226,1995,5,11
9503227,1995,2,3
9503228,1995,4,11
9503234,1995,16,14
9503236,1995,14,15
9503238,1995,2,10
9503241,1995,7,14
9503262,1995,29,2
9503263,1995,2,40
9503264,1995,4,55
9503265,1995,3,1
9503266,1995,3,9
9503271,1995,12,32
9503279,1995,0,5
9503280,1995,0,34
9503288,1995,2,2
9503289,1995,7,2
9503290,1995,2,30
9503307,1995,12,16
9503318,1995,0,4
9503325,1995,7,0
9503330,1995,14,12
9503332,1995,5,16
9503334,1995,1,8
9503341,1995,6,2
9503342,1995,4,1
9503344,1995,0,28
9503346,1995,5,6
9503350,1995,5,6
9503351,1995,4,33
9503358,1995,22,28
9503366,1995,9,11
9503383,1995,3,15
9503386,1995,2,13
9503390,1995,2,11
9503394,1995,3,24
9503398,1995,3,9
9503401,1995,3,7
9503404,1995,14,17
9503410,1995,5,0
9503411,1995,3,35
9503414,1995,30,17
9503418,1995,8,15
9503422,1995,5,2
9503427,1995,5,1
9503433,1995,4,40
9503434,1995,13,9
9503437,1995,8,15
9503463,1995,1,27
9503464,1995,5,38
9503465,1995,5,6
9503466,1995,0,1
9503467,1995,4,8
9503471,1995,2,2
9503474,1995,0,3
9503476,1995,2,7
9503477,1995,2,11
9503478,1995,1,5
9503479,1995,35,16
9503484,1995,6,28
9503486,1995,11,50
9503489,1995,3,13
9503492,1995,13,64
9504206,1995,3,0
9504210,1995,8,13
9504213,1995,2,1
9504217,1995,16,7
9504219,1995,6,62
9504220,1995,3,17
9504221,1995,2,3
9504230,1995,3,36
9504231,1995,5,12
9504237,1995,9,11
9504238,1995,6,14
9504239,1995,17,21
9504245,1995,0,20
9504248,1995,5,47
9504250,1995,9,15
9504252,1995,3,4
9504260,1995,3,6
9504265,1995,19,16
9504269,1995,33,2
9504273,1995,1,29
9504277,1995,4,38
9504278,1995,2,5
9504292,1995,11,40
9504295,1995,2,6
9504302,1995,5,11
9504306,1995,5,14
9504312,1995,5,22
9504313,1995,9,14
9504314,1995,5,54
9504316,1995,3,126
9504319,1995,7,33
9504324,1995,54,45
9504325,1995,7,2
9504326,1995,7,27
9504328,1995,13,0
9504330,1995,3,17
9504333,1995,3,37
9504334,1995,3,29
9504340,1995,2,2
9504363,1995,2,4
9504364,1995,8,22
9504372,1995,3,87
9504373,1995,7,28
9504374,1995,0,41
9504378,1995,16,62
9504396,1995,0,3
9504398,1995,2,8
9504399,1995,13,5
9504403,1995,2,3
9504404,1995,7,14
9504406,1995,7,4
9504410,1995,3,5
9504412,1995,1,0
9504413,1995,3,45
9504415,1995,4,36
9504426,1995,4,22
9504427,1995,10,31
9504431,1995,13,10
9505203,1995,1,11
9505204,1995,3,1
9505207,1995,10,59
9505215,1995,1,1
9505219,1995,0,28
9505221,1995,5,2
9505222,1995,5,9
9505224,1995,8,32
9505225,1995,11,16
9505226,1995,0,10
9505229,1995,1,1
9505232,1995,5,5
9505241,1995,17,6
9505242,1995,19,12
9505245,1995,14,20
9505248,1995,6,107
9505251,1995,9,26
9505254,1995,6,3
9505262,1995,0,24
9505267,1995,6,16
9505269,1995,16,1
9505275,1995,2,17
9505288,1995,10,8
9505289,1995,19,22
9505298,1995,7,18
9505302,1995,9,9
9505304,1995,3,32
9505308,1995,0,31
9505309,1995,1,4
9505317,1995,9,19
9505320,1995,3,27
9505321,1995,4,10
9505326,1995,27,28
9505328,1995,3,7
9505329,1995,7,45
9505335,1995,5,9
9505339,1995,4,5
9505350,1995,11,46
9505352,1995,10,28
9505365,1995,17,1
9505366,1995,25,1
9505369,1995,4,19
9505377,1995,3,3
9505379,1995,10,17
9505382,1995,9,0
9505385,1995,2,11
9505391,1995,8,33
9505392,1995,16,4
9505397,1995,27,32
9505402,1995,13,15
9505404,1995,3,18
9505409,1995,4,17
9505410,1995,3,10
9505415,1995,8,0
9505416,1995,2,14
9505422,1995,0,56
9505423,1995,2,1
9505426,1995,11,8
9505427,1995,4,9
9505428,1995,15,40
9505433,1995,2,54
9505434,1995,0,7
9505435,1995,11,2
9505440,1995,10,2
9505441,1995,1,3
9506204,1995,0,11
